Time,Open,High,Low,Close,Volume,return,rsi_rsi14,boll_upper,boll_middle,boll_lower
2022-07-01 18:00:00,19424.45,19496.8,19344.0,19426.64,1610.29264,0.0001127445049924,24.738969151690288,20521.539696635497,19750.2385,18978.937303364502
2022-07-01 18:30:00,19426.64,19448.69,19000.0,19070.56,4395.40052,-0.018329469223705,18.92499123684753,20471.912981718877,19689.0125,18906.11201828112
2022-07-01 19:00:00,19070.57,19200.0,18975.0,19177.53,2626.54183,0.005609169316475,24.65365173644929,20371.54342796033,19628.389,18885.23457203966
2022-07-01 19:30:00,19177.52,19226.68,19136.21,19191.03,1522.00827,0.000703948840127,25.370346060064197,20238.91145331936,19567.117499999997,18895.32354668063
2022-07-01 20:00:00,19191.02,19294.14,19130.21,19231.02,1708.37449,0.0020837860187807,27.56822222771168,20078.56858516701,19509.067999999992,18939.56741483297
2022-07-01 20:30:00,19231.02,19346.92,19218.44,19288.12,1721.93809,0.0029691612821367,30.706239365254888,19903.9823846033,19458.439499999997,19012.896615396687
2022-07-01 21:00:00,19288.12,19394.25,19247.13,19305.38,1985.41097,0.0008948513385442,31.66990759394163,19741.65101273025,19417.061999999994,19092.47298726974
2022-07-01 21:30:00,19305.38,19669.22,19208.64,19450.24,5457.67411,0.0075036078025918,39.29976083537179,19694.77215027555,19403.035999999996,19111.29984972444
2022-07-01 22:00:00,19450.24,19535.71,19320.38,19342.07,4029.72698,-0.0055613709650884,36.06164252377412,19675.36668495476,19392.017999999996,19108.669315045227
2022-07-01 22:30:00,19342.07,19450.56,19290.35,19408.92,2069.24234,0.0034561967772839,39.385617572571725,19675.347450962767,19392.002499999995,19108.657549037223
2022-07-01 23:00:00,19408.91,19483.41,19320.0,19403.06,2034.42411,-0.0003019230333267,39.19326913749479,19669.98912944048,19388.739499999992,19107.489870559504
2022-07-01 23:30:00,19403.07,19439.27,19212.62,19290.94,2375.69184,-0.0057784699939082,35.60989730693112,19662.03856227407,19380.017999999996,19097.99743772592
2022-07-02 00:00:00,19290.95,19435.62,19253.01,19404.9,1769.21033,0.0059074363405828,41.46764201623589,19659.85503928384,19378.619999999995,19097.38496071615
2022-07-02 00:30:00,19404.9,19465.0,19343.96,19347.96,1422.1729,-0.0029343104061346,39.53248952719848,19657.263571195872,19375.9345,19094.60542880412
2022-07-02 01:00:00,19347.97,19439.67,19323.72,19392.13,1281.85384,0.0022829280192848,41.801378126242646,19644.94194391818,19370.1045,19095.26705608181
2022-07-02 01:30:00,19392.14,19530.0,19350.89,19487.94,1908.82894,0.0049406640735183,46.49147872318164,19629.16102630975,19365.546,19101.930973690247
2022-07-02 02:00:00,19487.93,19544.52,19450.22,19488.49,1283.10109,2.8222582787229555e-05,46.518123533097246,19591.49355625604,19357.012,19122.530443743955
2022-07-02 02:30:00,19491.37,19535.95,19390.51,19440.28,1152.6133,-0.0024737678496385,44.42968344335013,19577.92441415177,19352.7975,19127.670585848224
2022-07-02 03:00:00,19440.28,19442.85,19279.03,19314.89,1360.04511,-0.0064500099792801,39.46671750018515,19561.63949708035,19344.3275,19127.01550291965
2022-07-02 03:30:00,19314.9,19393.03,19282.92,19390.17,1202.40541,0.003897511194731,43.54407677905729,19557.90199679226,19342.6135,19127.325003207738
2022-07-02 04:00:00,19390.17,19686.71,19349.29,19597.33,2207.29666,0.0106837639896919,52.93834449081817,19591.193401173045,19351.148,19111.10259882695
2022-07-02 04:30:00,19597.33,19601.65,19414.87,19431.77,1608.3232,-0.0084480896122074,46.3065635798273,19573.832849017497,19369.2085,19164.584150982504
2022-07-02 05:00:00,19431.78,19522.55,19430.79,19439.2,790.2225,0.0003823635211821,46.62969380882672,19568.887940105727,19382.292,19195.696059894275
2022-07-02 05:30:00,19439.2,19499.0,19336.63,19397.02,582.46872,-0.0021698423803448,44.974954565359255,19557.275677535275,19392.5915,19227.90732246473
2022-07-02 06:00:00,19397.03,19416.67,19341.11,19373.32,1013.31264,-0.0012218371688023,44.029507358466965,19547.258503206,19399.706500000004,19252.154496794006
2022-07-02 06:30:00,19373.31,19415.25,19290.0,19300.62,1192.06755,-0.0037525834498165,41.17044973061914,19546.082481644095,19400.331500000004,19254.58051835591
2022-07-02 07:00:00,19300.62,19461.53,19289.63,19415.85,1329.36672,0.0059702745300409,47.040463170423486,19545.017925160915,19405.855000000003,19266.69207483909
2022-07-02 07:30:00,19415.85,19445.45,19221.03,19279.8,1610.79105,-0.0070071616746111,41.7443318075592,19545.183562269893,19397.333,19249.482437730112
2022-07-02 08:00:00,19279.8,19387.44,19211.92,19313.33,1963.23779,0.0017391259245429,43.4346079120578,19546.401913025795,19395.896,19245.390086974206
2022-07-02 08:30:00,19313.33,19342.78,19157.58,19179.58,1798.53073,-0.0069252687133705,38.620830614470975,19561.772336371392,19384.429000000004,19207.08566362861
2022-07-02 09:00:00,19179.58,19271.31,19144.29,19264.6,1408.99376,0.0044328395095198,42.94919540864325,19562.063097549377,19377.506,19192.948902450626
2022-07-02 09:30:00,19265.54,19295.02,19215.85,19229.98,822.98649,-0.0017970785793631,41.6608807672954,19566.49500347426,19374.458,19182.420996525743
2022-07-02 10:00:00,19229.97,19283.39,19203.51,19220.67,1170.73126,-0.0004841398691003,41.30208592059499,19567.93742355308,19365.2465,19162.555576446925
2022-07-02 10:30:00,19220.66,19225.26,19110.0,19197.58,1534.89386,-0.0012013108804217,40.37339341998209,19573.180779099992,19357.7275,19142.27422090001
2022-07-02 11:00:00,19197.58,19226.99,19151.51,19153.19,815.01863,-0.0023122706091082,38.57750249361458,19578.115610602898,19345.7805,19113.445389397104
2022-07-02 11:30:00,19153.19,19157.13,19063.52,19130.9,1540.99695,-0.0011637748072251,37.67134143578804,19568.54788652328,19327.9285,19087.309113476727
2022-07-02 12:00:00,19130.9,19200.0,19113.0,19185.19,1027.41714,0.0028378173530778,41.28866767675579,19549.188196449337,19312.7635,19076.338803550665
2022-07-02 12:30:00,19185.2,19236.82,19180.78,19195.88,897.56292,0.0005572006323628,42.00242776590481,19534.59388442845,19300.5435,19066.49311557155
2022-07-02 13:00:00,19195.88,19299.0,19177.53,19252.18,823.82861,0.002932921022636,45.74351110619796,19532.284346668526,19297.408,19062.531653331476
2022-07-02 13:30:00,19252.18,19274.85,19205.69,19238.26,631.12365,-0.0007230350017505,44.97112081865294,19522.00826050246,19289.8125,19057.61673949754
2022-07-02 14:00:00,19238.26,19283.16,19235.39,19235.39,552.16756,-0.0001491818906699,44.80314639223469,19456.87441741799,19271.7155,19086.55658258201
2022-07-02 14:30:00,19235.4,19264.0,19188.28,19216.69,553.49885,-0.0009721664078555,43.6588818074441,19432.143576080984,19260.9615,19089.77942391901
2022-07-02 15:00:00,19216.69,19273.62,19210.24,19225.02,547.99584,0.000433477357443,44.34081660319696,19401.080674274515,19250.2525,19099.42432572548
2022-07-02 15:30:00,19225.02,19239.21,19112.51,19126.81,1075.04476,-0.0051084472213812,38.43429612835019,19380.820013813176,19236.742,19092.66398618682
2022-07-02 16:00:00,19126.81,19195.6,19120.01,19188.34,738.11305,0.0032169504480883,43.51127854544857,19358.46680945877,19227.493,19096.519190541225
2022-07-02 16:30:00,19188.34,19190.0,19082.69,19113.83,1011.26733,-0.003883087333245,39.286337218984166,19353.503334173267,19218.1535,19082.803665826734
2022-07-02 17:00:00,19113.84,19163.0,18977.01,19037.61,1877.11857,-0.0039876884957122,35.49000696311745,19324.10675734135,19199.2415,19074.37624265865
2022-07-02 17:30:00,19037.62,19185.2,19030.48,19170.15,1212.05876,0.0069620083613437,45.37500449976449,19313.51888458462,19193.759,19073.999115415383
2022-07-02 18:00:00,19170.14,19198.48,19137.28,19156.36,793.52288,-0.0007193475272755,44.609099316934525,19293.2246480832,19185.9105,19078.596351916804
2022-07-02 18:30:00,19156.37,19285.01,19134.1,19240.34,1352.97464,0.0043839226241311,50.12981743217232,19298.78432134581,19188.9485,19079.11267865419
2022-07-02 19:00:00,19240.34,19270.9,19210.42,19240.84,1083.03647,2.598706675671636e-05,50.16166670149976,19294.77534914825,19187.760500000004,19080.745650851757
2022-07-02 19:30:00,19240.83,19253.52,19160.33,19195.21,686.45833,-0.0023715180834101,47.19916904221872,19291.35333523981,19186.022000000004,19080.690664760197
2022-07-02 20:00:00,19195.21,19285.0,19152.13,19224.13,1252.71679,0.001506625871767,49.24512519373951,19291.76449189511,19186.195000000007,19080.625508104906
2022-07-02 20:30:00,19224.14,19467.39,19195.0,19344.57,2354.58679,0.0062650429434256,56.7596556633134,19319.71684838817,19193.544500000007,19067.37215161185
2022-07-02 21:00:00,19344.56,19346.76,19230.0,19250.19,1062.67123,-0.0048788884942907,50.45550536276595,19325.44337602121,19198.39450000001,19071.345623978803
2022-07-02 21:30:00,19250.18,19268.96,19223.16,19266.64,504.47394,0.000854537020154,51.467298856844046,19331.583840049305,19205.18150000001,19078.779159950707
2022-07-02 22:00:00,19266.63,19335.71,19255.17,19310.82,791.08294,0.002293082758592,54.174074247832216,19345.52152872129,19211.463000000007,19077.40447127872
2022-07-02 22:30:00,19310.82,19359.74,19274.08,19283.33,996.56786,-0.0014235542561111,52.222395827517765,19353.23863408924,19215.83550000001,19078.432365910776
2022-07-02 23:00:00,19283.34,19298.79,19183.67,19195.45,850.12818,-0.004557304158566,46.460084146907896,19349.62391542486,19212.999000000007,19076.374084575156
2022-07-02 23:30:00,19195.46,19248.35,19171.77,19229.39,752.56494,0.0017681273426775,48.809375364323614,19348.906847985905,19212.55550000001,19076.204152014117
2022-07-03 00:00:00,19229.39,19334.75,19191.91,19307.49,805.33236,0.0040614912901555,53.82984539502752,19358.4205962269,19216.160500000005,19073.90040377311
2022-07-03 00:30:00,19307.5,19335.71,19264.73,19294.03,1062.09296,-0.0006971387787849,52.8675207594578,19366.283426218364,19220.027500000007,19073.77157378165
2022-07-03 01:00:00,19294.02,19334.2,19285.59,19330.19,695.47605,0.0018741548551546,55.18537582076221,19379.241704457872,19225.286000000007,19071.330295542142
2022-07-03 01:30:00,19330.44,19346.93,19285.22,19299.36,626.51812,-0.0015949144835099,52.80119322243348,19384.121725108504,19233.91350000001,19083.70527489151
2022-07-03 02:00:00,19299.37,19311.84,19267.57,19276.28,553.28341,-0.0011958945788876,51.02399080198386,19388.072884258425,19238.310500000003,19088.54811574158
2022-07-03 02:30:00,19276.28,19399.86,19259.37,19320.15,1146.60421,0.0022758540548282,54.18086012331036,19390.906344287592,19248.62650000001,19106.34665571242
2022-07-03 03:00:00,19320.15,19408.01,19242.88,19246.93,1275.63621,-0.0037898256483516,48.555406151909416,19363.49742533484,19259.09250000001,19154.68757466517
2022-07-03 03:30:00,19246.93,19285.55,19196.0,19273.27,933.54494,0.0013685299421777,50.5446837555327,19360.43632527118,19264.248500000005,19168.06067472883
2022-07-03 04:00:00,19273.27,19286.74,19201.99,19251.4,682.11913,-0.0011347321964565,48.85546273490446,19351.86667415025,19269.00050000001,19186.13432584976
2022-07-03 04:30:00,19251.41,19280.04,19240.0,19263.3,372.80141,0.0006181368627735,49.83782176624402,19352.024903748515,19270.148500000003,19188.27209625149
2022-07-03 05:00:00,19263.29,19332.96,19250.16,19299.45,929.19169,0.0018766255003037,52.80351783473598,19354.74485648502,19273.079000000005,19191.41314351499
2022-07-03 05:30:00,19299.45,19383.01,19297.24,19355.24,421.44333,0.0028907559541853,57.02618549813911,19362.01618964668,19281.080500000004,19200.14481035333
2022-07-03 06:00:00,19355.24,19370.79,19330.0,19352.95,601.02864,-0.0001183142136186,56.80153821312093,19369.79551200133,19287.521500000003,19205.24748799868
2022-07-03 06:30:00,19352.95,19371.69,19314.73,19331.34,445.9199,-0.0011166256307177,54.61506929120458,19367.48486365847,19286.860000000004,19206.23513634154
2022-07-03 07:00:00,19331.35,19342.63,19230.4,19252.43,588.57202,-0.0040819725895876,47.43477827164529,19367.398772059496,19286.972,19206.545227940507
2022-07-03 07:30:00,19252.44,19268.81,19200.0,19252.81,557.36622,1.973776816743822e-05,47.47059354646145,19367.627186345027,19286.2805,19204.93381365497
2022-07-03 08:00:00,19252.82,19292.04,19203.63,19216.16,746.38434,-0.0019036182250798,44.33316671053918,19367.51620195089,19281.5475,19195.578798049115
2022-07-03 08:30:00,19216.16,19250.0,19173.46,19246.54,698.13638,0.001580961024471,47.43449850193848,19367.00950184776,19279.708,19192.40649815224
2022-07-03 09:00:00,19246.54,19259.92,19205.27,19227.58,449.41937,-0.000985112129245,45.72244851334759,19363.380402902338,19281.3145,19199.248597097663
2022-07-03 09:30:00,19227.58,19229.47,19174.06,19189.31,590.85063,-0.0019903700829745,42.39620583003554,19368.037515161028,19279.3105,19190.58348483897
2022-07-03 10:00:00,19189.31,19251.4,19183.68,19242.3,366.43802,0.0027614333188634,48.033469118900925,19365.186427504323,19276.051,19186.91557249568
2022-07-03 10:30:00,19242.31,19284.16,19242.3,19261.41,512.58914,0.0009931245225363,49.93626383670976,19363.37339611715,19274.42,19185.466603882847
2022-07-03 11:00:00,19261.42,19277.82,19238.0,19261.61,385.10542,1.0383455832263522e-05,49.95691603419037,19356.29302316957,19270.991,19185.688976830425
2022-07-03 11:30:00,19261.6,19307.42,19249.94,19264.29,545.31149,0.0001391368634293,50.25305727352576,19353.571103955728,19269.2375,19184.903896044263
2022-07-03 12:00:00,19264.29,19325.94,19264.29,19282.75,505.09308,0.0009582496941231,52.34497736005549,19354.04967567068,19269.561,19185.07232432932
2022-07-03 12:30:00,19282.76,19282.76,18781.0,19263.59,6521.86397,-0.0009936342067391,49.99505126581255,19347.98339793357,19266.733,19185.48260206643
2022-07-03 13:00:00,19263.58,19400.0,19072.0,19093.59,3908.38971,-0.0088249386536984,34.98700754549069,19369.89814126187,19259.066,19148.233858738127
2022-07-03 13:30:00,19093.6,19166.53,19030.0,19043.6,1453.23837,-0.0026181561455965,31.94973843112061,19392.49988734862,19247.5825,19102.66511265137
